Company,Sector,Stage,Amount,Location,About,Funding Year
Bounce (Metro Bikes),Autonomous Vehicles,Debt Financing,3000000.0,Bengaluru,Bounce formerly Metro Bikes is an urban mobility solution that makes daily commute stressfree timesaving reliable and convenient,2018
Technology 9 Labs (T9L),Information Technology,Corporate Round,1300000.0,New Delhi,Technology 9 Labs is an Information Technology and Services company,2018
Goals101,Financial Services,Seed,3500000.0,New Delhi,Goals101 is a one of the fastest growing bigdata platforms,2018
Satya Microcapital,Finance,Seed,5840000.0,New Delhi,New Delhibased nonbanking financial company,2018
Ummeed Housing Finance Private Limited,Finance,Series C,8760000.0,Haryana,Ummeed Housing Finance Private Limited,2018
Stockedge,Analytics,Seed,1100000.0,Kolkata,StockEdge is a unique platform which is 100 focused on research and analytics,2018
Sequretek,Cyber Security,Seed,3700000.0,Mumbai,Sequretek is a cyber security startup,2018
Avenues Payments,Financial Services,Corporate Round,1300000.0,Mumbai,Avenues Payments is an IT solutions provider for the remittancemoney transfer and forex industries,2018
Qbera,Finance,Seed,2044000.0,Bengaluru,Qbera is a managed marketplace for unsecured personal loans,2018
Urban Ladder,E-Commerce,Debt Financing,5600000.0,Bengaluru,Urban Ladder is a Bangalorebased online furniture company,2018
Planet11,E-Commerce,Corporate Round,3796000.0,Bengaluru,Planet11 is backed by SK Planet which is a part of the SK Group  one of the largest conglomerates in South Korea,2018
Dailyninja,Apps,Series A,1300000.0,Bengaluru,Daily Ninja a mobile app that delivers daily needs on a subscription model,2018
Iba Halal Care,Beauty,Series A,2190000.0,Ahmedabad,Iba Halal Care is a cosmetics brand company,2018
Knocksense,News,Seed,1300000.0,Lucknow,Knocksense is a fast growing lifestyle website,2018
Togedr,Travel,Seed,1300000.0,Gurugram,Togedr is an activity discovery  booking platform,2018
Parkwheels,Industrial,Seed,175200.0,Haryana,Parkwheels aims at solving the big bad  unsexy parking problems of India,2018
Sharechat,Internet,Series C,99230000.0,Bengaluru,ShareChat is a social networking and regional content platform for the fast growing Internet users in India,2018
Cyclops Medtech,Health Care,Seed,1000000.0,Bengaluru,Medtech startup working on clinical and wearable diagnostic and rehab products for neuro vestibular disorders using eye tracking technology,2018
Livspace,E-Commerce,Series C,70000000.0,Bengaluru,Livspace is the new online shopping destination where you can design decorate and furnish your dream home,2018
Newsbytes,Apps,Seed,1000000.0,Gurugram,NewsBytes provides your everyday news in a contextual timeline to reduce information overload,2018
Leena Ai,Artificial Intelligence,Seed,2000000.0,Gurugram,Leena is smart AI powered HR companion dedicated towards engaging employees,2018
Max Healthcare,Health Care,Corporate Round,1300000.0,New Delhi,Max Healthcare is one of the leading chain of hospitals in India,2018
Gobolt,Logistics,Seed,5840000.0,New Delhi,Delhibased logistics technology,2018
Gogaga,Dating,Non-equity Assistance,40000.0,Bengaluru,GoGaga is a new age dating app that has removed the mindless swiping on strangers and connects users through their network and find matches,2018
Mate Labs,Artificial Intelligence,Seed,550000.0,Bengaluru,Mate Labs is a machine learning solutions platform for beginners,2018
Furlenco,Consumer,Series C,1300000.0,Bengaluru,Furlenco is a Bangalorebased company that offers a home furniture subscription program,2018
Ola,Apps,Seed,50000000.0,Kormangala,Ola is a mobile app that brings together cab drivers and customers using technology to make transportation hasslefree in India,2018
Docprime,Health Care,Funding Round,50000000.0,Haryana,DocPrime offers a onestop healthcare solution right at the comfort of patients homes,2018
Clp India Pvt. Ltd.,Energy,Private Equity,365000000.0,Mumbai,CLP India Pvt Ltd is a foreign investor in the Indian power sector,2018
Xplorabox,E-Commerce,Seed,1300000.0,Noida,Xplorabox is as an educational activity box subscription startup aiming to revolutionize the early education industry,2018
Myra,Apps,Seed,127750.0,Bengaluru,Myra is a unique solution of technology and operations that makes buying medicines fast and efficient,2018
Vokal,Internet,Series A,1500000.0,Bengaluru,Indias Largest PeertoPeer Knowledge Sharing Platform in Indian Languages,2018
Kissht,Credit,Series C,30000000.0,Mumbai,Kissht is a financial technology platform that enables instant seamless credit for consumers to make purchases at digital points of sales,2018
Upwards Fintech,Banking,Series A,5000000.0,Mumbai,Upwards Fintech financial company,2018
Bon(Bonfleet Solutions),Financial Services,Seed,1138800.0,Pune,Bon a Punebased FinTech firm was created to bring financial services to the gigeconomy workforce,2018
Mamaearth,E-Commerce,Series A,4000000.0,Gurugram,Mamaearth is an online retailer specializing in baby and toddler products,2018
Babychakra,Child Care,Series B,1300000.0,Mumbai,BabyChakra is Indias largest  most loved platform to discover the right maternity and childcare,2018
Belstar Investment And Finance Private Limited,Financial Services,Seed,28000000.0,Chennai,Belstar Investment and Finance Private Limited is a provider of scalable microfinance services to entrepreneurs,2018
Naaptol,E-Commerce,Seed,15000000.0,Mumbai,Koku Gamer is an online platform that offers gaming related news editorials reviews previews and other content,2018
Moonshine Meadery,Food And Beverage,Seed,1300000.0,Pune,Moonshine Meadery is a first craft meadery,2018
Verzeo,E-Learning,Series A,5000000.0,Bengaluru,Verzeo is anAIfocussed edtech startup,2018
Haazri,Food And Beverage,Seed,182500.0,Mumbai,Haazri is a tea and snack quick service restaurant startup,2018
Connect India,Delivery Service,Angel,1300000.0,New Delhi,To create pervasive network where connections are simpler more powerful more affordable more global and more available to all,2018
Flyrobe,Fashion,Series B,3854400.0,Mumbai,Flyrobe is an ondemand apparel rental platform that provides premium designer wear,2018
Scholify,Edutech,Pre-Seed,1300000.0,Bengaluru,Edutech,2018
Dream11,Fantasy Sports,Series D,100000000.0,Mumbai,Dream11 is Indias Biggest Sports Game with 30 million users playing Fantasy Cricket Football Kabaddi and NBA,2018
Srjna,Education,Seed,1300000.0,Jaipur,SRJNA is a brand of Elation Edtech Pvt Ltd which helps schools to integrate hands on affordable and turnkey STEM,2018
Nykaa,Beauty,Secondary Market,16498000.0,Mumbai,Nykaacom is a premier online beauty and wellness destination,2018
Chaayos,Food And Beverage,Series B,11826000.0,New Delhi,Chaayos was born in November 2012 out of this premise  a contemporary interpretation of the chai adda,2018
Heelium,Fitness,Seed,1300000.0,Pune,Heelium is an athletic footwear and wearable startup with primary focus on sports safety and sustainability,2018
Lt Foods,Food And Beverage,Post-IPO Equity,20440000.0,New Delhi,LT Foods believe that nature will continue to nurture us until we as a species continue to breathe and live,2018
Multibashi,E-Learning,Seed,146000.0,Bengaluru,Free language learning platform,2018
Cleardekho,Eyewear,Seed,1300000.0,Ghaziabad,Uttar Pradesh based online eyewear marketplace,2018
Dailyhunt,Information Technology,Series E,6000000.0,Bengaluru,NewsHunt is a Bangalore based eBooks company,2018
Slicepay,Fintech,Series A,14900000.0,Bengaluru,SlicePay is an AI based instant credit app for youngsters in India,2018
Udaan,B2B,Series C,225000000.0,Bengaluru,Udaan is a B2B trade platform designed specifically for small and medium businesses in India,2018
Happyeasygo Group,Tourism,Series A,1300000.0,Haryana,HappyEasyGo is an online travel domain,2018
Mombay,Food And Beverage,Seed,7500.0,Mumbai,Mombay is a unique opportunity for housewives to start household food business and avail everyone with their homemade healthy dishes,2018
Droni Tech,Information Technology,Seed,511000.0,Mumbai,Droni Tech manufacture UAVs and develop software to service a range of industry requirements,2018
Netmeds,Biotechnology,Series C,35000000.0,Chennai,Welcome to Indias most convenient pharmacy,2018
