Company,Location,Sector,About,Amount,Stage,Funding Year
MPL,Bengaluru,Entertainment,Mobile Premier League (also known as MPL) is the mobile e-Sports platform,50000000.0,Series B,2020
Spoonshot,Bengaluru,FMCG,A food science company using AI to predict consumer taste and food trends,1000000.0,Seed A,2020
Pulse,Mumbai,FinTech,Helps people navigate through and profit off financial markets,750000.0,Pre-series A,2020
Groww,Bengaluru,FinTech,Leading Investment and Trading Platform,30000000.0,Series C,2020
i3 Systems,Mumbai,Insurance Tech,Transforming India's health insurance industry with its digital solutions and AI products for automation,1050000.0,Pre-series A,2020
SOAL,Mumbai,EdTech,"A skill-tank nurturing students into disruptive, tech-empowered creators and future leaders",1000000.0,Series A-1,2020
OckyPocky,Gurugram,EdTech,Ockypocky helps kids in learning spoken english,400000.0,Seed,2020
Hippo Video,New York,Video personalization,Helps enterprise businesses achieve their marketing and sales goals through seamless video,4000000.0,Series A,2020
Hasura,San Francisco,Software Company,"Builds developer tooling products, including open source tools, backend",25000000.0,Series B,2020
Qapita,Singapore,FinTech,Qapita provides digital equity management tools for private companies and startups.,1080000.0,Seed,2020
Sunday,Bangkok,FinTech,An end-to-end insurance products and services provider that uses AI to offer personalized packages.,9000000.0,Pre-Series B,2020
Gamezop,Gurugram,Gaming,A multi-game platform,4300000.0,Series A,2020
Phool.co,Kanpur,Biomaterial startup,They use flowers from temples across India's and create useful products such as rose incense cone,1400000.0,Pre-series A,2020
Chiratae Ventures,Bengaluru,Venture capital,A leading tech venture capital fund focused on enabling entrepreneurs in India.,3000000.0,Seed Funding,2020
MedLife,Bengaluru,Health,"An India online platform, which provides pharmacy, diagnostics, and e-consultation in India.",6800000.0,Series A,2020
IDfy,Mumbai,IT,IDfy provides risk and fraud solutions,2110000.0,Series A,2020
True Balance,Gurugram,Finance,Earn money by meeting financial needs of your friends and neighbors.,3000000.0,Series C,2020
Bira91,New Delhi,Craft Beer,A craft beer brand manufactured by B9 Beverages Pvt. Ltd.,764000.0,Series A,2020
Max wholesale,New Delhi,E-commerce,MaxWholesale is an online distributor that provides authentic FMCG goods,603000.0,Series A,2020
Craftsvilla,Mumbai,E-commerce,"Sells ethnic apparel, footwear, fashion accessories, beauty products, handcrafted home accessories",409000.0,Series A,2020
MechMocha,Bengaluru,Entertainment,India's first vernacular social gaming platform,292000.0,Series A,2020
Mindhouse,Gurugram,Healthtech,A gym to train your mind offering workouts and programmes,286000.0,Series A,2020
DeepSync,Chandigarh,AI startup,"A revolutionary way to record your content, without you really speaking",136000.0,Series A,2020
Eruditus,Mumbai,Education,Bring world-class business and professional education to a global audience,3000000.0,Series A,2020
Gradeup,Noida,Education,"India's largest exam preparation destination,",546000.0,Series A,2020
Tracxn,Bengaluru,Investment,Tracxn is the research partner for Venture Capitalist,887000.0,Series B,2020
Purple Style Labs,Mumbai,Fashion,Shopping experience and foster the growth of Indian brands and designers.,43000.0,Series A,2020
ProPhysio,Bengaluru,Health,The largest provider of physiotherapy and rehabilitation services,40900.0,Series A,2020
Flickstree,Mumbai,Tech,World's largest video publisher,40900.0,Series A,2020
Settl,Gurugram,TravelTech,Get affordable AC bus-rides everyday,3000000.0,Series A,2020
Fanspole,Thane,Entertainment,India's only social fantasy gaming platform,3000000.0,Pre-Seed,2020
Sarva,Mumbai,Healthcare,A wellness ecosystem built on the authentic foundations of Yoga,3000000.0,Series A,2020
Univ.ai,Bengaluru,EdTech,"A distributed, global educational powerhouse that draws on technology",3000000.0,Series A,2020
PurohitJi,Bengaluru,Linguistic Spiritual,App for Hindu Puja Products & Services,3000000.0,Series A,2020
CredoLab,Singapore,Tech,AI credit scoring platform,7000000.0,Series A,2020
Brick&Bolt,Bengaluru,Construction and Real Estate,"A construction company doing house construction, building construction, commercial construction",2200000.0,Series A,2020
Grinntech,Chennai,Battery manufacturer,Leading on all fronts of battery design,2000000.0,Series A,2020
6Degree,Mumbai,Fashion,India's leading fashion business platform,340000.0,Series A,2020
Exprs,Madhapur,Nano Distribution Network,"Nano Distribution Centres, enabling seamless connectivity of businesses & Consumers.",5660000.0,Series A,2020
Bikayi,Hyderabad,E-commerce,Provides free whatsapp integrated E-Commerce Store,2000000.0,Seed round,2020
Virtual Forest,Bengaluru,Tech,Tracking seasonal change in virtual forest,3000000.0,Series A,2020
The Health company,Gurugram,AI health,Organic superfoods & free personal health coaching that actually work.,350000.0,Series A,2020
TrulyMadly Matchmakers,Gurugram,Dating app,One of the best dating Apps in India connecting singles across the country.,110000.0,Pre-series A,2020
TrueFan,Mumbai,Media,Enables users to play quizzes around celebrities and winners get a personalised video message from stars.,4300000.0,Seed round,2020
Fanspole,Mumbai,Gaming,A free app that users can use to create contests and play,3000000.0,Pre-seed Round,2020
Byju's,Bengaluru,EdTech,Provides online learning classes,122000000.0,Series A,2020
Avail Finance,Bengaluru,Fintech,Instant online loan app,11635000.0,Series B,2020
The Money Club,New Delhi,AI,AI based chit fund cashier app,3000000.0,Series A,2020
Virohan,Gurugram,Healthcare/Edtech,Healthcare training company,2800000.0,Seed Round & Series A,2020
OneCode,Gurugram,Social Commerce,Connects new-age digital first brands with relevant sellers,3000000.0,Seed round,2020
Verloop.io,Bengaluru,AI,Helps automate customer service using Artificial Intelligence,5000000.0,Series A,2020
Otipy,Gurugram,Agritech/Commerce,Connects consumers with farmers thorugh women resellers,1000000.0,Pre Series A,2020
Evage,Chandigarh,Mobility tech,Develop emissions-free electric commercial vehicles,3000000.0,Series A,2020
LEAD School,Mumbai,EdTech,Offers an integrated system for schools by helping them digitize the entire curriculum,28000000.0,Series C,2020
Trell,Bengaluru,Social e-commerce,Allows users to share their travel experiences,11000000.0,Series A,2020
Captain Fresh,Bengaluru,Food & Logistics,Sea food Supply chain,2300000.0,Pre Series A,2020
Teachmint,Bengaluru,EdTech,Empowers tutors with tools to deliver effective learning outcomes for students and parents,3000000.0,Series A,2020
Pixxel,Bengaluru,SpaceTech,Indian Earth observation startup,5000000.0,Seed round,2020
Habbit Health,New Delhi,Nutrition Tech,Applies modern science for healthier life through proprietary foods & digital ecosystem,3000000.0,Pre seed Round,2020
SmarterBiz,Bengaluru,Tech,An end-to-end CX platform enabled with the gig workforce,1065000.0,Pre Series A,2020
Able Jobs,Bengaluru,HR,Provides end to end hiring support to companies,2000000.0,Series A,2020
Vieroots,Kochi,Healthtech,Personalised lifestyle management using epigenetic science,3000000.0,Series A,2020
Stack Finance,Bengaluru,Fintech,"It automates invesments, expenses, borrowing under a single platform",3000000.0,Seed round,2020
FPL Technologies,Pune,Fintech,OneScore app is built by FPL - Free credit scoring and monitoring,10000000.0,Series A,2020
Masai School,Bengaluru,EdTech,It trains tech aspirants in full stack wed and android development,2500000.0,Series A,2020
Mitron,Bengaluru,Media,Short Video and Social Platform,5000000.0,Series A,2020
